chromosome,genomic_accession,start,end,strand,class,locus_tag,symbol,name,GeneID
chr16,NC_395198.1,18433734,18445470,-,tRNA,LOC411847,GENE28,Gene 28 protein,32135
chr16,NC_511987.1,36313515,36358465,+,protein_coding,LOC699544,GENE29,Gene 29 protein,73045
chr16,NC_157152.1,9725105,9761069,-,lncRNA,LOC478356,GENE30,Gene 30 protein,1500
chr16,NC_408857.1,21754924,21795857,-,protein_coding,LOC963918,GENE31,Gene 31 protein,87772
chr16,NC_201698.1,41534749,41549964,-,lncRNA,LOC126985,GENE32,Gene 32 protein,28125
chr16,NC_405986.1,41935879,41953909,+,tRNA,LOC185916,GENE33,Gene 33 protein,63071
chr16,NC_923002.1,32569247,32590961,+,miRNA,LOC516774,GENE34,Gene 34 protein,62727
chr16,NC_377877.1,83127288,83171829,-,tRNA,LOC195563,GENE35,Gene 35 protein,85130
chr16,NC_489043.1,35774971,35804415,-,lncRNA,LOC499974,GENE36,Gene 36 protein,49418
chr16,NC_146784.1,39601580,39622501,+,pseudogene,LOC376085,GENE37,Gene 37 protein,58637
chr16,NC_337232.1,61061537,61107805,-,miRNA,LOC977740,GENE38,Gene 38 protein,36200
chr16,NC_888775.1,31152238,31178096,+,lncRNA,LOC830302,GENE39,Gene 39 protein,88486
chr16,NC_800596.1,84470894,84508744,+,protein_coding,LOC460491,GENE40,Gene 40 protein,71968
chr16,NC_338564.1,60450924,60495209,-,rRNA,LOC680493,GENE41,Gene 41 protein,8993
chr16,NC_538967.1,47289674,47317718,-,rRNA,LOC661527,GENE42,Gene 42 protein,91055
chr16,NC_347088.1,36008279,36017985,-,rRNA,LOC599397,GENE43,Gene 43 protein,40171
chr16,NC_995420.1,70101342,70120379,+,pseudogene,LOC849003,GENE44,Gene 44 protein,5551
chr16,NC_893969.1,10931890,10949296,+,protein_coding,LOC570852,GENE45,Gene 45 protein,23659
chr16,NC_947732.1,6049852,6080577,+,lncRNA,LOC302087,GENE46,Gene 46 protein,17539
chr16,NC_182175.1,63119115,63129611,+,pseudogene,LOC816308,GENE47,Gene 47 protein,58067
chr16,NC_255061.1,47866655,47903723,+,tRNA,LOC974625,GENE48,Gene 48 protein,78994
chr16,NC_862422.1,16513806,16537469,-,miRNA,LOC946561,GENE49,Gene 49 protein,9783
chr16,NC_683390.1,40178991,40202647,+,pseudogene,LOC516656,GENE50,Gene 50 protein,73358
chr16,NC_644932.1,33221540,33239372,-,miRNA,LOC580412,GENE51,Gene 51 protein,2620
chr16,NC_534574.1,23413511,23436238,-,protein_coding,LOC256911,GENE52,Gene 52 protein,20424
chr16,NC_690016.1,20786655,20817200,+,protein_coding,LOC917411,GENE53,Gene 53 protein,14237
chr16,NC_460572.1,5727745,5773267,-,rRNA,LOC530849,GENE54,Gene 54 protein,35620
chr16,NC_609172.1,61609503,61649716,-,tRNA,LOC699809,GENE55,Gene 55 protein,80817
chr16,NC_280564.1,2353722,2366051,-,protein_coding,LOC388792,GENE56,Gene 56 protein,53818
chr16,NC_738221.1,50070088,50073247,+,rRNA,LOC813884,GENE57,Gene 57 protein,91919
chr17,NC_515018.1,32078888,32099251,-,protein_coding,LOC447596,GENE1,Gene 1 protein,91507
chr17,NC_881975.1,22561013,22605254,+,protein_coding,LOC598302,GENE2,Gene 2 protein,36203
chr17,NC_454278.1,47304953,47316758,-,protein_coding,LOC957091,GENE3,Gene 3 protein,40722
chr17,NC_983788.1,47480429,47495373,-,miRNA,LOC615500,GENE4,Gene 4 protein,92250
chr17,NC_240913.1,37364820,37389748,+,lncRNA,LOC415076,GENE5,Gene 5 protein,98481
chr17,NC_382507.1,62083306,62121057,-,miRNA,LOC864201,GENE6,Gene 6 protein,55627
chr17,NC_563173.1,6839013,6852100,+,lncRNA,LOC321659,GENE7,Gene 7 protein,54368
chr17,NC_492073.1,8905586,8923667,-,rRNA,LOC960899,GENE8,Gene 8 protein,8367
chr17,NC_426236.1,44664078,44674674,+,protein_coding,LOC844037,GENE9,Gene 9 protein,67426
chr17,NC_918430.1,78977827,79020830,-,lncRNA,LOC992647,GENE10,Gene 10 protein,69719
chr17,NC_302127.1,48185527,48187540,+,lncRNA,LOC973390,GENE11,Gene 11 protein,27309
chr17,NC_134677.1,55173945,55176773,+,lncRNA,LOC578621,GENE12,Gene 12 protein,7626
chr17,NC_308781.1,29271429,29310785,-,tRNA,LOC387286,GENE13,Gene 13 protein,49280
chr17,NC_516224.1,8174037,8177060,-,rRNA,LOC766275,GENE14,Gene 14 protein,17236
chr17,NC_490559.1,13922356,13937893,+,lncRNA,LOC612530,GENE15,Gene 15 protein,78862
chr17,NC_597635.1,45777485,45817144,-,lncRNA,LOC715388,GENE16,Gene 16 protein,73264
chr17,NC_271456.1,55708376,55747180,-,miRNA,LOC978343,GENE17,Gene 17 protein,34903
chr17,NC_128783.1,52596899,52633959,+,miRNA,LOC505343,GENE18,Gene 18 protein,7507
chr17,NC_917711.1,74512557,74517143,+,rRNA,LOC324729,GENE19,Gene 19 protein,30012
chr17,NC_316773.1,10208631,10258499,+,tRNA,LOC382154,GENE20,Gene 20 protein,86404
chr17,NC_121026.1,75192303,75216528,-,rRNA,LOC918207,GENE21,Gene 21 protein,90417
chr17,NC_238741.1,66429075,66457598,+,pseudogene,LOC778818,GENE22,Gene 22 protein,23701
chr17,NC_364650.1,41922973,41967516,+,lncRNA,LOC737894,GENE23,Gene 23 protein,41037
chr17,NC_494763.1,24233277,24248503,-,pseudogene,LOC992952,GENE24,Gene 24 protein,46706
chr17,NC_328808.1,53999323,54044245,-,miRNA,LOC589368,GENE25,Gene 25 protein,40602
chr17,NC_207282.1,49451998,49458995,-,rRNA,LOC107704,GENE26,Gene 26 protein,68045
chr17,NC_778787.1,34097463,34140555,-,rRNA,LOC722615,GENE27,Gene 27 protein,80829
chr17,NC_817659.1,15763645,15786462,-,miRNA,LOC213355,GENE28,Gene 28 protein,64142
chr17,NC_389913.1,31732286,31782117,+,miRNA,LOC771712,GENE29,Gene 29 protein,43616
chr17,NC_787991.1,11692111,11709155,-,miRNA,LOC845635,GENE30,Gene 30 protein,86389
chr17,NC_257212.1,67499862,67507118,-,lncRNA,LOC642421,GENE31,Gene 31 protein,32496
chr17,NC_523727.1,73576576,73611513,+,rRNA,LOC792616,GENE32,Gene 32 protein,42888
chr18,NC_126691.1,8097043,8117237,+,tRNA,LOC787237,GENE1,Gene 1 protein,66191
chr18,NC_538897.1,72741274,72751792,-,miRNA,LOC524252,GENE2,Gene 2 protein,51891
chr18,NC_842464.1,63948248,63983035,+,rRNA,LOC699829,GENE3,Gene 3 protein,25892
chr18,NC_848021.1,78240533,78251561,-,tRNA,LOC333164,GENE4,Gene 4 protein,90957
chr18,NC_475911.1,74102592,74148845,-,tRNA,LOC631958,GENE5,Gene 5 protein,40347
chr18,NC_685365.1,48106403,48137850,+,tRNA,LOC289934,GENE6,Gene 6 protein,39506
chr18,NC_234159.1,15797605,15828859,+,pseudogene,LOC876909,GENE7,Gene 7 protein,34902
chr18,NC_451936.1,38037226,38087224,+,tRNA,LOC786224,GENE8,Gene 8 protein,12704
chr18,NC_334176.1,40353576,40400233,+,miRNA,LOC880360,GENE9,Gene 9 protein,41250
chr18,NC_489737.1,66398692,66429960,-,miRNA,LOC373216,GENE10,Gene 10 protein,77751
chr18,NC_992562.1,46901033,46936898,-,pseudogene,LOC223502,GENE11,Gene 11 protein,62674
chr18,NC_711922.1,38944162,38991860,+,tRNA,LOC708502,GENE12,Gene 12 protein,82350
chr18,NC_303993.1,43782501,43808071,+,pseudogene,LOC624788,GENE13,Gene 13 protein,16704
chr18,NC_412848.1,75157004,75176998,-,rRNA,LOC533174,GENE14,Gene 14 protein,8086
chr18,NC_310026.1,13754772,13773605,+,lncRNA,LOC459315,GENE15,Gene 15 protein,54633
chr18,NC_431752.1,38660290,38666307,-,lncRNA,LOC850432,GENE16,Gene 16 protein,24639
chr18,NC_448787.1,8321252,8330251,+,pseudogene,LOC761685,GENE17,Gene 17 protein,24176
chr18,NC_160831.1,52309619,52312715,-,tRNA,LOC104942,GENE18,Gene 18 protein,60251
chr18,NC_898169.1,61169572,61213935,-,lncRNA,LOC911117,GENE19,Gene 19 protein,23099
chr18,NC_923353.1,36521189,36548390,+,pseudogene,LOC900660,GENE20,Gene 20 protein,12539
chr18,NC_554779.1,77845411,77875720,+,rRNA,LOC764259,GENE21,Gene 21 protein,57283
chr18,NC_600590.1,39567750,39573855,-,pseudogene,LOC501936,GENE22,Gene 22 protein,1611
chr18,NC_309100.1,13587010,13617322,+,rRNA,LOC866151,GENE23,Gene 23 protein,49903
chr18,NC_893612.1,46306264,46350883,+,miRNA,LOC973703,GENE24,Gene 24 protein,70603
chr18,NC_809621.1,66727397,66741890,+,protein_coding,LOC104324,GENE25,Gene 25 protein,83141
chr18,NC_827213.1,27904333,27952240,+,lncRNA,LOC461076,GENE26,Gene 26 protein,41906
chr18,NC_502181.1,27370507,27408558,+,protein_coding,LOC627786,GENE27,Gene 27 protein,78158
chr18,NC_168458.1,6005950,6008569,-,lncRNA,LOC963862,GENE28,Gene 28 protein,6992
chr18,NC_578073.1,3128631,3175234,-,miRNA,LOC863187,GENE29,Gene 29 protein,69195
chr18,NC_820141.1,57663860,57680121,-,pseudogene,LOC240288,GENE30,Gene 30 protein,45922
chr18,NC_886553.1,6523959,6534026,-,miRNA,LOC297579,GENE31,Gene 31 protein,22611
chr18,NC_339513.1,57415945,57443982,-,protein_coding,LOC335217,GENE32,Gene 32 protein,96311
chr18,NC_869735.1,21736437,21746872,+,lncRNA,LOC122977,GENE33,Gene 33 protein,78292
chr18,NC_484398.1,119675,129136,+,protein_coding,LOC845652,GENE34,Gene 34 protein,86267
chr18,NC_771425.1,26233385,26266976,+,pseudogene,LOC368214,GENE35,Gene 35 protein,71088
chr18,NC_150290.1,40465237,40501019,+,rRNA,LOC794125,GENE36,Gene 36 protein,15170
chr18,NC_823255.1,52669705,52678601,+,protein_coding,LOC221414,GENE37,Gene 37 protein,55627
chr18,NC_229598.1,78006501,78049301,-,pseudogene,LOC673867,GENE38,Gene 38 protein,34126
chr18,NC_260565.1,40213379,40244693,-,tRNA,LOC315477,GENE39,Gene 39 protein,92120
chr18,NC_541315.1,758003,799788,+,miRNA,LOC793805,GENE40,Gene 40 protein,14235
chr18,NC_735053.1,905113,944441,-,rRNA,LOC834764,GENE41,Gene 41 protein,18978
chr18,NC_636435.1,9422004,9470303,-,protein_coding,LOC853681,GENE42,Gene 42 protein,81962
chr18,NC_219550.1,11651409,11689177,+,miRNA,LOC922880,GENE43,Gene 43 protein,14928
chr18,NC_738584.1,15533222,15565580,-,lncRNA,LOC309452,GENE44,Gene 44 protein,35471
chr18,NC_837606.1,77556782,77572071,+,miRNA,LOC529660,GENE45,Gene 45 protein,39712
chr18,NC_674765.1,58935615,58944542,+,protein_coding,LOC620465,GENE46,Gene 46 protein,28222
chr18,NC_345896.1,73417578,73419749,-,miRNA,LOC102871,GENE47,Gene 47 protein,2671
chr18,NC_975804.1,12934263,12947181,+,protein_coding,LOC702042,GENE48,Gene 48 protein,88690
chr18,NC_194458.1,30747215,30787325,-,lncRNA,LOC917392,GENE49,Gene 49 protein,68070
chr18,NC_858724.1,79332916,79345845,+,tRNA,LOC206210,GENE50,Gene 50 protein,34540
chr18,NC_410401.1,53973131,54010858,+,pseudogene,LOC376955,GENE51,Gene 51 protein,61853
chr18,NC_952679.1,43727391,43751060,+,protein_coding,LOC283188,GENE52,Gene 52 protein,6170
chr18,NC_940534.1,51944408,51966052,-,miRNA,LOC809641,GENE53,Gene 53 protein,41987
chr18,NC_221531.1,53989337,54018565,-,tRNA,LOC199613,GENE54,Gene 54 protein,7014
chr18,NC_795578.1,27612406,27647927,+,lncRNA,LOC778636,GENE55,Gene 55 protein,23349
chr18,NC_558976.1,15951428,15984131,-,miRNA,LOC752011,GENE56,Gene 56 protein,36167
chr18,NC_954551.1,14081528,14111583,+,miRNA,LOC459370,GENE57,Gene 57 protein,24969
chr18,NC_519692.1,24823448,24831036,+,pseudogene,LOC578715,GENE58,Gene 58 protein,36629
chr18,NC_991993.1,5503252,5528511,-,tRNA,LOC601476,GENE59,Gene 59 protein,56278
chr18,NC_238948.1,50522654,50546671,+,protein_coding,LOC829987,GENE60,Gene 60 protein,96212
chr18,NC_208751.1,29589478,29623843,+,lncRNA,LOC536236,GENE61,Gene 61 protein,78430
chr18,NC_811346.1,59609024,59619903,-,rRNA,LOC559447,GENE62,Gene 62 protein,24758
chr18,NC_741055.1,37292252,37300773,-,miRNA,LOC130216,GENE63,Gene 63 protein,90714
chr18,NC_611833.1,17556057,17575531,+,pseudogene,LOC218423,GENE64,Gene 64 protein,54907
chr18,NC_166412.1,22297928,22343557,-,protein_coding,LOC374320,GENE65,Gene 65 protein,86848
chr18,NC_838793.1,75642704,75664712,-,protein_coding,LOC810859,GENE66,Gene 66 protein,69788
chr18,NC_454733.1,31870093,31883578,+,tRNA,LOC644315,GENE67,Gene 67 protein,69564
chr18,NC_793856.1,13709569,13714217,+,pseudogene,LOC861949,GENE68,Gene 68 protein,33581
chr18,NC_795951.1,41007604,41026525,-,miRNA,LOC809147,GENE69,Gene 69 protein,85070
chr18,NC_979789.1,34193077,34240213,-,lncRNA,LOC966582,GENE70,Gene 70 protein,74183
chr18,NC_774652.1,54956769,54957866,+,protein_coding,LOC264550,GENE71,Gene 71 protein,67265
chr18,NC_273438.1,78426927,78458502,-,pseudogene,LOC178501,GENE72,Gene 72 protein,99491
chr18,NC_352593.1,61010677,61020212,-,miRNA,LOC446968,GENE73,Gene 73 protein,37458
chr18,NC_333524.1,24667790,24693277,+,rRNA,LOC677236,GENE74,Gene 74 protein,85320
chr18,NC_956794.1,78207941,78239592,-,pseudogene,LOC346415,GENE75,Gene 75 protein,11332
chr18,NC_940183.1,52599002,52648779,-,pseudogene,LOC700870,GENE76,Gene 76 protein,59733
chr18,NC_568784.1,40093954,40096681,+,pseudogene,LOC431414,GENE77,Gene 77 protein,16559
chr18,NC_785111.1,54816658,54852280,-,tRNA,LOC118632,GENE78,Gene 78 protein,14453
chr18,NC_137572.1,59644511,59688550,-,pseudogene,LOC684194,GENE79,Gene 79 protein,72971
chr18,NC_930244.1,37126182,37145890,+,protein_coding,LOC733553,GENE80,Gene 80 protein,82142
chr18,NC_689648.1,36419763,36430132,-,rRNA,LOC316899,GENE81,Gene 81 protein,86799
chr18,NC_480992.1,76185630,76195913,-,miRNA,LOC965401,GENE82,Gene 82 protein,8113
chr19,NC_448098.1,7643159,7655142,+,pseudogene,LOC687360,GENE1,Gene 1 protein,82232
chr19,NC_789089.1,12255092,12286890,-,tRNA,LOC480941,GENE2,Gene 2 protein,94836
chr19,NC_202170.1,19778933,19794872,-,protein_coding,LOC896204,GENE3,Gene 3 protein,87364
chr19,NC_457938.1,23693741,23722365,+,protein_coding,LOC472390,GENE4,Gene 4 protein,84055
chr19,NC_647341.1,57254215,57273704,-,rRNA,LOC492052,GENE5,Gene 5 protein,93025
chr19,NC_272129.1,3233211,3274172,+,protein_coding,LOC616342,GENE6,Gene 6 protein,19408
chr19,NC_366641.1,47798800,47828918,-,protein_coding,LOC740524,GENE7,Gene 7 protein,26679
chr19,NC_993590.1,24317665,24334945,+,protein_coding,LOC511981,GENE8,Gene 8 protein,29257
chr19,NC_851606.1,1826199,1840764,-,lncRNA,LOC454349,GENE9,Gene 9 protein,15125
chr19,NC_764000.1,12856935,12883578,-,protein_coding,LOC978146,GENE10,Gene 10 protein,89098
chr19,NC_579605.1,32105216,32148187,+,pseudogene,LOC790441,GENE11,Gene 11 protein,78242
chr19,NC_104548.1,6410114,6432367,+,pseudogene,LOC656127,GENE12,Gene 12 protein,97497
chr19,NC_553834.1,54034758,54084321,+,rRNA,LOC979562,GENE13,Gene 13 protein,77692
chr19,NC_919023.1,41345272,41359761,-,rRNA,LOC285810,GENE14,Gene 14 protein,91677
chr19,NC_954845.1,42993202,43001054,+,tRNA,LOC234618,GENE15,Gene 15 protein,14573
chr19,NC_729718.1,48854994,48885444,-,tRNA,LOC735605,GENE16,Gene 16 protein,43184
chr19,NC_738576.1,2855063,2862474,-,pseudogene,LOC826155,GENE17,Gene 17 protein,33537
chr19,NC_459513.1,33191145,33225388,-,pseudogene,LOC408463,GENE18,Gene 18 protein,60355
chr19,NC_532794.1,32234440,32245843,+,lncRNA,LOC731792,GENE19,Gene 19 protein,92752
chr19,NC_674416.1,46557316,46565555,-,tRNA,LOC429159,GENE20,Gene 20 protein,94306
chr19,NC_319899.1,4563158,4585542,+,lncRNA,LOC754487,GENE21,Gene 21 protein,94635
chr19,NC_462066.1,23058638,23100484,-,tRNA,LOC805034,GENE22,Gene 22 protein,18389
chr19,NC_668843.1,38067791,38071076,+,rRNA,LOC828038,GENE23,Gene 23 protein,84476
chr19,NC_221011.1,7740167,7754688,-,tRNA,LOC897730,GENE24,Gene 24 protein,47168
chr19,NC_698357.1,7422153,7430124,-,rRNA,LOC799565,GENE25,Gene 25 protein,94077
chr19,NC_884197.1,36173939,36194848,-,tRNA,LOC982260,GENE26,Gene 26 protein,70979
chr19,NC_947568.1,51688363,51704084,-,pseudogene,LOC113390,GENE27,Gene 27 protein,69515
chr19,NC_499371.1,18403750,18442461,+,protein_coding,LOC252386,GENE28,Gene 28 protein,7955
chr19,NC_379947.1,57778210,57790326,+,lncRNA,LOC886626,GENE29,Gene 29 protein,22094
chr19,NC_362732.1,28280762,28295699,-,tRNA,LOC253541,GENE30,Gene 30 protein,9130
chr19,NC_890200.1,54234634,54239769,-,lncRNA,LOC667460,GENE31,Gene 31 protein,5234
chr19,NC_207458.1,30384261,30429197,-,pseudogene,LOC746036,GENE32,Gene 32 protein,89542
chr19,NC_778553.1,18837371,18857955,+,tRNA,LOC688534,GENE33,Gene 33 protein,51972
chr19,NC_922405.1,9263766,9288317,+,rRNA,LOC935540,GENE34,Gene 34 protein,92242
chr20,NC_796772.1,14551300,14599271,-,tRNA,LOC149261,GENE1,Gene 1 protein,51014
chr20,NC_926394.1,33933647,33954721,-,pseudogene,LOC818430,GENE2,Gene 2 protein,41980
chr20,NC_879794.1,2943236,2946543,+,protein_coding,LOC363550,GENE3,Gene 3 protein,27619
chr20,NC_764575.1,7479933,7492138,-,lncRNA,LOC838857,GENE4,Gene 4 protein,94001
chr20,NC_673167.1,62939149,62946055,-,rRNA,LOC874320,GENE5,Gene 5 protein,80087
chr20,NC_302897.1,31953087,31969236,+,tRNA,LOC408467,GENE6,Gene 6 protein,59827
chr20,NC_178086.1,30881302,30922253,+,tRNA,LOC296059,GENE7,Gene 7 protein,23779
chr20,NC_142608.1,17455904,17482054,+,pseudogene,LOC549323,GENE8,Gene 8 protein,37583
chr20,NC_268746.1,4326156,4370026,-,lncRNA,LOC712353,GENE9,Gene 9 protein,34425
chr20,NC_588983.1,56187540,56189823,+,miRNA,LOC844163,GENE10,Gene 10 protein,21290
chr20,NC_438302.1,54659643,54661768,+,lncRNA,LOC725874,GENE11,Gene 11 protein,7665
chr20,NC_928278.1,47484057,47511227,-,pseudogene,LOC700495,GENE12,Gene 12 protein,73110
chr20,NC_922116.1,25798550,25819645,-,protein_coding,LOC842057,GENE13,Gene 13 protein,42662
chr20,NC_645895.1,54248890,54257894,+,lncRNA,LOC171488,GENE14,Gene 14 protein,67209
chr20,NC_669460.1,55422136,55466496,+,pseudogene,LOC663123,GENE15,Gene 15 protein,53876
chr20,NC_331942.1,59109219,59146851,+,miRNA,LOC323717,GENE16,Gene 16 protein,87944
chr20,NC_478323.1,45018675,45043892,-,miRNA,LOC407835,GENE17,Gene 17 protein,29632
chr20,NC_963699.1,5604381,5628553,-,rRNA,LOC888669,GENE18,Gene 18 protein,86105
chr20,NC_801432.1,20318082,20334118,+,protein_coding,LOC462814,GENE19,Gene 19 protein,59414
chr20,NC_743512.1,37532795,37566015,+,tRNA,LOC751303,GENE20,Gene 20 protein,32958
chr20,NC_436526.1,28290067,28335584,+,tRNA,LOC499898,GENE21,Gene 21 protein,15860
chr20,NC_666479.1,41090129,41091774,-,miRNA,LOC859143,GENE22,Gene 22 protein,38070
chr20,NC_962043.1,30670706,30688005,+,rRNA,LOC907921,GENE23,Gene 23 protein,50146
chr20,NC_145981.1,15950872,15981962,-,pseudogene,LOC410833,GENE24,Gene 24 protein,86397
chr20,NC_638857.1,45931617,45979060,+,miRNA,LOC186345,GENE25,Gene 25 protein,13577
chr20,NC_659106.1,26471947,26491835,+,rRNA,LOC107686,GENE26,Gene 26 protein,83173
chr20,NC_802897.1,60436852,60453939,+,lncRNA,LOC760093,GENE27,Gene 27 protein,28941
chr21,NC_315565.1,20809963,20823726,-,protein_coding,LOC663876,GENE1,Gene 1 protein,93109
chr21,NC_956429.1,42233277,42276222,-,tRNA,LOC175623,GENE2,Gene 2 protein,98896
chr21,NC_581532.1,42899087,42936203,+,protein_coding,LOC851690,GENE3,Gene 3 protein,44478
chr21,NC_176806.1,15425339,15446554,+,protein_coding,LOC156904,GENE4,Gene 4 protein,24329
chr21,NC_173863.1,38988665,39014430,-,rRNA,LOC702891,GENE5,Gene 5 protein,30837
chr21,NC_506881.1,1506368,1532924,-,pseudogene,LOC573039,GENE6,Gene 6 protein,83603
chr21,NC_431773.1,5885267,5929820,-,pseudogene,LOC117711,GENE7,Gene 7 protein,52052
chr21,NC_106185.1,18101960,18109410,+,rRNA,LOC772580,GENE8,Gene 8 protein,95409
chr21,NC_714054.1,16250865,16257298,+,tRNA,LOC147727,GENE9,Gene 9 protein,92866
chr21,NC_627262.1,19008234,19049098,+,miRNA,LOC211291,GENE10,Gene 10 protein,38989
chr21,NC_190707.1,37143861,37151277,-,rRNA,LOC395192,GENE11,Gene 11 protein,58367
chr21,NC_962057.1,40132875,40151933,-,pseudogene,LOC792818,GENE12,Gene 12 protein,5039
chr21,NC_659381.1,44574126,44607728,-,lncRNA,LOC330545,GENE13,Gene 13 protein,18875
chr21,NC_409307.1,39365186,39378762,-,rRNA,LOC764845,GENE14,Gene 14 protein,19884
chr21,NC_933635.1,5532019,5560535,-,tRNA,LOC864752,GENE15,Gene 15 protein,85926
chr21,NC_680412.1,18579375,18602808,-,protein_coding,LOC682032,GENE16,Gene 16 protein,19530
chr21,NC_105274.1,10492034,10502161,+,protein_coding,LOC700538,GENE17,Gene 17 protein,79204
chr21,NC_674122.1,16494487,16495642,-,rRNA,LOC189261,GENE18,Gene 18 protein,40936
chr21,NC_877446.1,42166990,42169948,+,tRNA,LOC861200,GENE19,Gene 19 protein,46069
chr21,NC_777308.1,36304667,36327114,+,pseudogene,LOC992819,GENE20,Gene 20 protein,68181
chr21,NC_292930.1,43783574,43826388,+,lncRNA,LOC331512,GENE21,Gene 21 protein,81856
chr21,NC_220190.1,9793374,9804168,-,lncRNA,LOC290167,GENE22,Gene 22 protein,88946
chr22,NC_583671.1,30214233,30237657,+,rRNA,LOC775990,GENE1,Gene 1 protein,73045
chr22,NC_804313.1,36330949,36379195,+,miRNA,LOC170634,GENE2,Gene 2 protein,33858
chr22,NC_860835.1,40985438,41023834,+,lncRNA,LOC708798,GENE3,Gene 3 protein,64857
chr22,NC_234443.1,8429442,8439970,-,miRNA,LOC803904,GENE4,Gene 4 protein,86914
chr22,NC_398987.1,30471444,30516777,+,protein_coding,LOC749609,GENE5,Gene 5 protein,10149
chr22,NC_609462.1,39822995,39872776,+,miRNA,LOC572536,GENE6,Gene 6 protein,44036
chr22,NC_712546.1,1988806,2022966,-,tRNA,LOC259797,GENE7,Gene 7 protein,75128
chr22,NC_549112.1,31012354,31042870,-,miRNA,LOC276831,GENE8,Gene 8 protein,1633
chr22,NC_923824.1,35414894,35426343,-,lncRNA,LOC332286,GENE9,Gene 9 protein,94349
chr22,NC_980919.1,43666194,43688319,-,miRNA,LOC476948,GENE10,Gene 10 protein,18603
chr22,NC_585331.1,909178,912632,-,pseudogene,LOC566991,GENE11,Gene 11 protein,48020
chr22,NC_678469.1,7034106,7052867,-,pseudogene,LOC214119,GENE12,Gene 12 protein,24038
chr22,NC_966589.1,41140759,41148460,+,miRNA,LOC246802,GENE13,Gene 13 protein,71597
chr22,NC_869177.1,31166661,31167802,+,miRNA,LOC757057,GENE14,Gene 14 protein,11022
chr22,NC_990856.1,22384899,22406879,+,protein_coding,LOC631815,GENE15,Gene 15 protein,83788
chr22,NC_707021.1,16630109,16677847,+,rRNA,LOC524814,GENE16,Gene 16 protein,78337
chr22,NC_678388.1,34675901,34683043,+,protein_coding,LOC373276,GENE17,Gene 17 protein,72233
chr22,NC_912853.1,5879277,5902287,-,tRNA,LOC255852,GENE18,Gene 18 protein,48948
chr22,NC_909652.1,2992371,3036235,-,lncRNA,LOC718241,GENE19,Gene 19 protein,97105
chr22,NC_587274.1,46376888,46401271,-,lncRNA,LOC625465,GENE20,Gene 20 protein,67900
chr22,NC_481540.1,49706925,49712174,+,pseudogene,LOC626560,GENE21,Gene 21 protein,2388
chr22,NC_817395.1,10639669,10659020,+,rRNA,LOC273899,GENE22,Gene 22 protein,68388
chr22,NC_266956.1,19699352,19715634,+,pseudogene,LOC287847,GENE23,Gene 23 protein,75233
chrX,NC_867562.1,17116233,17139011,+,tRNA,LOC606990,GENE1,Gene 1 protein,48028
chrX,NC_898461.1,115896251,115902326,+,lncRNA,LOC611329,GENE2,Gene 2 protein,31375
chrX,NC_487380.1,108807142,108836507,+,miRNA,LOC345386,GENE3,Gene 3 protein,6610
chrX,NC_929906.1,14007579,14022265,+,rRNA,LOC478799,GENE4,Gene 4 protein,51868
chrX,NC_148693.1,140441880,140455954,-,pseudogene,LOC141843,GENE5,Gene 5 protein,86003
chrX,NC_837920.1,53109395,53114888,-,protein_coding,LOC646699,GENE6,Gene 6 protein,84042
chrX,NC_376106.1,132999959,133035187,-,tRNA,LOC706739,GENE7,Gene 7 protein,72349
chrX,NC_785428.1,25186627,25219282,+,pseudogene,LOC496905,GENE8,Gene 8 protein,48880
chrX,NC_363807.1,57290864,57298680,+,rRNA,LOC494609,GENE9,Gene 9 protein,30215
chrX,NC_956934.1,134394903,134443095,-,miRNA,LOC461792,GENE10,Gene 10 protein,64813
chrX,NC_106918.1,51789101,51819593,-,rRNA,LOC626214,GENE11,Gene 11 protein,19214
chrX,NC_341162.1,8652442,8661701,-,lncRNA,LOC180832,GENE12,Gene 12 protein,68441
chrX,NC_257538.1,9718395,9734244,-,lncRNA,LOC295984,GENE13,Gene 13 protein,21625
chrX,NC_852146.1,77014300,77039473,-,rRNA,LOC956639,GENE14,Gene 14 protein,16509
chrX,NC_950576.1,119954677,119961051,+,pseudogene,LOC446265,GENE15,Gene 15 protein,95405
chrX,NC_808029.1,70834518,70859085,+,pseudogene,LOC602073,GENE16,Gene 16 protein,63786
chrX,NC_269078.1,110275293,110307893,+,rRNA,LOC778700,GENE17,Gene 17 protein,54857
chrX,NC_145240.1,151670863,151681748,+,lncRNA,LOC234097,GENE18,Gene 18 protein,76168
chrX,NC_760120.1,87317186,87318964,+,lncRNA,LOC637544,GENE19,Gene 19 protein,6136
chrX,NC_274421.1,46697588,46729050,+,protein_coding,LOC370804,GENE20,Gene 20 protein,24597
chrX,NC_690982.1,145377588,145392203,-,rRNA,LOC768595,GENE21,Gene 21 protein,3440
chrX,NC_327114.1,81161139,81207039,-,protein_coding,LOC571023,GENE22,Gene 22 protein,80498
chrY,NC_278852.1,17278283,17295571,-,pseudogene,LOC330019,GENE1,Gene 1 protein,54840
chrY,NC_960307.1,13804180,13807224,+,rRNA,LOC904771,GENE2,Gene 2 protein,24839
chrY,NC_859364.1,41395048,41415948,-,lncRNA,LOC818894,GENE3,Gene 3 protein,45914
chrY,NC_719284.1,6094376,6141779,-,rRNA,LOC172187,GENE4,Gene 4 protein,31122
